start_date,start_time,start_marker,end_date,end_time,end_marker,order_no
2026-01-05,09:25:33,START,2026-01-05,09:27:58,END,ORD-260105-063
2026-01-05,09:26:04,START,2026-01-05,09:28:39,END,ORD-260105-064
2026-01-05,09:28:21,START,2026-01-05,09:30:50,END,ORD-260105-065
2026-01-05,09:29:12,START,2026-01-05,09:31:29,END,ORD-260105-066
2026-01-05,09:30:54,START,2026-01-05,09:33:14,END,ORD-260105-067
2026-01-05,09:31:54,START,2026-01-05,09:34:25,END,ORD-260105-068
2026-01-05,09:33:47,START,2026-01-05,09:36:06,END,ORD-260105-069
2026-01-05,09:34:48,START,2026-01-05,09:37:23,END,ORD-260105-070
2026-01-05,09:36:24,START,2026-01-05,09:38:54,END,ORD-260105-071
2026-01-05,09:37:39,START,2026-01-05,09:40:11,END,ORD-260105-072
2026-01-05,09:39:18,START,2026-01-05,09:41:40,END,ORD-260105-073
2026-01-05,09:40:45,START,2026-01-05,09:43:15,END,ORD-260105-074
2026-01-05,09:41:53,START,2026-01-05,09:44:17,END,ORD-260105-075
2026-01-05,09:43:37,START,2026-01-05,09:46:03,END,ORD-260105-076
2026-01-05,09:44:33,START,2026-01-05,09:47:05,END,ORD-260105-077
2026-01-05,09:46:05,START,2026-01-05,09:48:37,END,ORD-260105-078
2026-01-05,09:47:38,START,2026-01-05,09:50:09,END,ORD-260105-079
2026-01-05,09:48:50,START,2026-01-05,09:51:26,END,ORD-260105-080
2026-01-05,09:50:29,START,2026-01-05,09:53:05,END,ORD-260105-081
2026-01-05,09:51:39,START,2026-01-05,09:53:57,END,ORD-260105-082
2026-01-05,09:53:28,START,2026-01-05,09:56:12,END,ORD-260105-083
2026-01-05,09:54:48,START,2026-01-05,09:57:31,END,ORD-260105-084
2026-01-05,09:56:31,START,2026-01-05,09:59:14,END,ORD-260105-085
2026-01-05,09:57:18,START,2026-01-05,09:59:35,END,ORD-260105-086
2026-01-05,09:59:19,START,2026-01-05,10:01:37,END,ORD-260105-087
2026-01-05,10:00:37,START,2026-01-05,10:03:12,END,ORD-260105-088
2026-01-05,10:02:10,START,2026-01-05,10:04:52,END,ORD-260105-089
2026-01-05,10:03:22,START,2026-01-05,10:05:55,END,ORD-260105-090
2026-01-05,10:05:03,START,2026-01-05,10:07:41,END,ORD-260105-091
2026-01-05,10:06:20,START,2026-01-05,10:09:00,END,ORD-260105-092
2026-01-05,10:07:46,START,2026-01-05,10:10:13,END,ORD-260105-093
2026-01-05,10:09:17,START,2026-01-05,10:11:56,END,ORD-260105-094
2026-01-05,10:10:24,START,2026-01-05,10:12:52,END,ORD-260105-095
2026-01-05,10:11:45,START,2026-01-05,10:14:29,END,ORD-260105-096
2026-01-05,10:13:22,START,2026-01-05,10:15:39,END,ORD-260105-097
2026-01-05,10:14:51,START,2026-01-05,10:17:17,END,ORD-260105-098
2026-01-05,10:16:03,START,2026-01-05,10:18:27,END,ORD-260105-099
2026-01-05,10:17:47,START,2026-01-05,10:20:29,END,ORD-260105-100
2026-01-05,10:18:57,START,2026-01-05,10:21:22,END,ORD-260105-101
2026-01-05,10:20:12,START,2026-01-05,10:22:37,END,ORD-260105-102
2026-01-05,10:21:56,START,2026-01-05,10:24:37,END,ORD-260105-103
2026-01-05,10:23:04,START,2026-01-05,10:25:40,END,ORD-260105-104
2026-01-05,10:24:47,START,2026-01-05,10:27:17,END,ORD-260105-105
2026-01-05,10:25:51,START,2026-01-05,10:28:30,END,ORD-260105-106
2026-01-05,10:27:20,START,2026-01-05,10:29:42,END,ORD-260105-107
2026-01-05,10:28:34,START,2026-01-05,10:30:56,END,ORD-260105-108
2026-01-05,10:30:13,START,2026-01-05,10:32:43,END,ORD-260105-109
2026-01-05,10:31:06,START,2026-01-05,10:33:25,END,ORD-260105-110
2026-01-05,10:32:52,START,2026-01-05,10:35:22,END,ORD-260105-111
2026-01-05,10:33:37,START,2026-01-05,10:36:17,END,ORD-260105-112
2026-01-05,10:35:35,START,2026-01-05,10:38:09,END,ORD-260105-113
2026-01-05,10:36:26,START,2026-01-05,10:39:01,END,ORD-260105-114
2026-01-05,10:37:51,START,2026-01-05,10:40:12,END,ORD-260105-115
2026-01-05,10:38:53,START,2026-01-05,10:41:17,END,ORD-260105-116
2026-01-05,10:40:32,START,2026-01-05,10:43:12,END,ORD-260105-117
2026-01-05,10:41:59,START,2026-01-05,10:44:33,END,ORD-260105-118
2026-01-05,10:43:34,START,2026-01-05,10:46:16,END,ORD-260105-119
2026-01-05,10:44:31,START,2026-01-05,10:47:12,END,ORD-260105-120
2026-01-05,10:46:21,START,2026-01-05,10:48:49,END,ORD-260105-121
2026-01-05,10:47:24,START,2026-01-05,10:50:00,END,ORD-260105-122
2026-01-05,10:49:38,START,2026-01-05,10:52:01,END,ORD-260105-123
2026-01-05,10:50:27,START,2026-01-05,10:52:57,END,ORD-260105-124
2026-01-05,10:52:35,START,2026-01-05,10:54:53,END,ORD-260105-125
2026-01-05,10:53:29,START,2026-01-05,10:55:52,END,ORD-260105-126
2026-01-05,10:55:29,START,2026-01-05,10:57:57,END,ORD-260105-127
2026-01-05,10:56:23,START,2026-01-05,10:58:52,END,ORD-260105-128
2026-01-05,10:58:28,START,2026-01-05,11:00:45,END,ORD-260105-129
2026-01-05,10:59:24,START,2026-01-05,11:01:42,END,ORD-260105-130
2026-01-05,11:01:27,START,2026-01-05,11:04:03,END,ORD-260105-131
2026-01-05,11:02:10,START,2026-01-05,11:04:36,END,ORD-260105-132
2026-01-05,11:04:13,START,2026-01-05,11:06:44,END,ORD-260105-133
2026-01-05,11:05:06,START,2026-01-05,11:07:28,END,ORD-260105-134
2026-01-05,11:07:02,START,2026-01-05,11:09:40,END,ORD-260105-135
2026-01-05,11:07:55,START,2026-01-05,11:10:36,END,ORD-260105-136
2026-01-05,11:09:58,START,2026-01-05,11:12:31,END,ORD-260105-137
2026-01-05,11:10:44,START,2026-01-05,11:13:12,END,ORD-260105-138
2026-01-05,11:12:26,START,2026-01-05,11:15:01,END,ORD-260105-139
2026-01-05,11:13:35,START,2026-01-05,11:16:00,END,ORD-260105-140
2026-01-05,11:15:14,START,2026-01-05,11:17:37,END,ORD-260105-141
2026-01-05,11:16:25,START,2026-01-05,11:18:51,END,ORD-260105-142
2026-01-05,11:18:10,START,2026-01-05,11:20:54,END,ORD-260105-143
2026-01-05,11:19:16,START,2026-01-05,11:21:41,END,ORD-260105-144
2026-01-05,11:20:57,START,2026-01-05,11:23:22,END,ORD-260105-145
2026-01-05,11:22:07,START,2026-01-05,11:24:30,END,ORD-260105-146
2026-01-05,11:24:19,START,2026-01-05,11:26:37,END,ORD-260105-147
2026-01-05,11:24:47,START,2026-01-05,11:27:30,END,ORD-260105-148
2026-01-05,11:27:13,START,2026-01-05,11:29:54,END,ORD-260105-149
2026-01-05,11:27:19,START,2026-01-05,11:29:42,END,ORD-260105-150
2026-01-05,11:30:14,START,2026-01-05,11:32:56,END,ORD-260105-151
2026-01-05,11:29:57,START,2026-01-05,11:32:22,END,ORD-260105-152
2026-01-05,11:33:11,START,2026-01-05,11:35:48,END,ORD-260105-153
2026-01-05,11:32:26,START,2026-01-05,11:34:43,END,ORD-260105-154
2026-01-05,11:35:52,START,2026-01-05,11:38:17,END,ORD-260105-155
2026-01-05,11:35:11,START,2026-01-05,11:37:53,END,ORD-260105-156
2026-01-05,11:38:35,START,2026-01-05,11:41:08,END,ORD-260105-157
2026-01-05,11:37:59,START,2026-01-05,11:40:37,END,ORD-260105-158
2026-01-05,11:41:08,START,2026-01-05,11:43:38,END,ORD-260105-159
2026-01-05,11:40:39,START,2026-01-05,11:43:15,END,ORD-260105-160
2026-01-05,11:43:35,START,2026-01-05,11:45:57,END,ORD-260105-161
2026-01-05,11:43:36,START,2026-01-05,11:46:12,END,ORD-260105-162
2026-01-05,11:46:08,START,2026-01-05,11:48:46,END,ORD-260105-163
2026-01-05,11:46:38,START,2026-01-05,11:49:01,END,ORD-260105-164
2026-01-05,11:49:04,START,2026-01-05,11:51:20,END,ORD-260105-165
2026-01-05,11:49:37,START,2026-01-05,11:52:04,END,ORD-260105-166
2026-01-05,11:51:56,START,2026-01-05,11:54:36,END,ORD-260105-167
2026-01-05,11:52:02,START,2026-01-05,11:54:22,END,ORD-260105-168
2026-01-05,11:54:59,START,2026-01-05,11:57:20,END,ORD-260105-169
2026-01-05,11:55:18,START,2026-01-05,11:57:44,END,ORD-260105-170
2026-01-05,11:57:43,START,2026-01-05,12:00:05,END,ORD-260105-171
2026-01-05,13:00:00,START,2026-01-05,13:02:33,END,ORD-260105-172
2026-01-05,13:00:00,START,2026-01-05,13:02:22,END,ORD-260105-173
2026-01-05,13:00:21,START,2026-01-05,13:02:39,END,ORD-260105-174
2026-01-05,13:02:49,START,2026-01-05,13:05:23,END,ORD-260105-175
2026-01-05,13:03:02,START,2026-01-05,13:05:33,END,ORD-260105-176
2026-01-05,13:05:10,START,2026-01-05,13:07:39,END,ORD-260105-177
2026-01-05,13:05:48,START,2026-01-05,13:08:28,END,ORD-260105-178
2026-01-05,13:07:49,START,2026-01-05,13:10:21,END,ORD-260105-179
2026-01-05,13:08:40,START,2026-01-05,13:11:14,END,ORD-260105-180
2026-01-05,13:10:19,START,2026-01-05,13:12:51,END,ORD-260105-181
2026-01-05,13:11:54,START,2026-01-05,13:14:20,END,ORD-260105-182
2026-01-05,13:13:07,START,2026-01-05,13:15:39,END,ORD-260105-183
2026-01-05,13:14:45,START,2026-01-05,13:17:27,END,ORD-260105-184
2026-01-05,13:16:15,START,2026-01-05,13:18:35,END,ORD-260105-185
2026-01-05,13:17:53,START,2026-01-05,13:20:33,END,ORD-260105-186
2026-01-05,13:18:54,START,2026-01-05,13:21:20,END,ORD-260105-187
2026-01-05,13:20:30,START,2026-01-05,13:23:07,END,ORD-260105-188
2026-01-05,13:21:47,START,2026-01-05,13:24:13,END,ORD-260105-189
2026-01-05,13:23:21,START,2026-01-05,13:26:05,END,ORD-260105-190
2026-01-05,13:24:22,START,2026-01-05,13:26:47,END,ORD-260105-191
2026-01-05,13:25:46,START,2026-01-05,13:28:10,END,ORD-260105-192
2026-01-05,13:26:51,START,2026-01-05,13:29:12,END,ORD-260105-193
2026-01-05,13:28:24,START,2026-01-05,13:31:05,END,ORD-260105-194
2026-01-05,13:30:00,START,2026-01-05,13:32:42,END,ORD-260105-195
2026-01-05,13:31:02,START,2026-01-05,13:33:23,END,ORD-260105-196
2026-01-05,13:32:35,START,2026-01-05,13:34:54,END,ORD-260105-197
2026-01-05,13:33:57,START,2026-01-05,13:36:40,END,ORD-260105-198
2026-01-05,13:35:33,START,2026-01-05,13:38:10,END,ORD-260105-199
2026-01-05,13:36:28,START,2026-01-05,13:39:02,END,ORD-260105-200
2026-01-05,13:38:26,START,2026-01-05,13:40:54,END,ORD-260105-201
2026-01-05,13:39:29,START,2026-01-05,13:41:46,END,ORD-260105-202
2026-01-05,13:41:01,START,2026-01-05,13:43:43,END,ORD-260105-203
2026-01-05,13:42:24,START,2026-01-05,13:45:02,END,ORD-260105-204
2026-01-05,13:43:43,START,2026-01-05,13:46:20,END,ORD-260105-205
2026-01-05,13:44:48,START,2026-01-05,13:47:23,END,ORD-260105-206
2026-01-05,13:46:35,START,2026-01-05,13:48:55,END,ORD-260105-207
2026-01-05,13:47:33,START,2026-01-05,13:49:49,END,ORD-260105-208
2026-01-05,13:49:27,START,2026-01-05,13:51:49,END,ORD-260105-209
2026-01-05,13:50:26,START,2026-01-05,13:52:55,END,ORD-260105-210
2026-01-05,13:52:28,START,2026-01-05,13:55:11,END,ORD-260105-211
2026-01-05,13:53:14,START,2026-01-05,13:55:40,END,ORD-260105-212
2026-01-05,13:55:03,START,2026-01-05,13:57:23,END,ORD-260105-213
2026-01-05,13:55:42,START,2026-01-05,13:58:22,END,ORD-260105-214
2026-01-05,13:57:55,START,2026-01-05,14:00:35,END,ORD-260105-215
2026-01-05,13:58:23,START,2026-01-05,14:01:01,END,ORD-260105-216
2026-01-05,14:01:02,START,2026-01-05,14:03:46,END,ORD-260105-217
2026-01-05,14:01:13,START,2026-01-05,14:03:49,END,ORD-260105-218
2026-01-05,14:03:50,START,2026-01-05,14:06:24,END,ORD-260105-219
2026-01-05,14:04:11,START,2026-01-05,14:06:45,END,ORD-260105-220
2026-01-05,14:06:42,START,2026-01-05,14:08:58,END,ORD-260105-221
2026-01-05,14:06:25,START,2026-01-05,14:08:56,END,ORD-260105-222
2026-01-05,14:09:36,START,2026-01-05,14:12:06,END,ORD-260105-223
2026-01-05,14:09:11,START,2026-01-05,14:11:34,END,ORD-260105-224
2026-01-05,14:12:23,START,2026-01-05,14:14:44,END,ORD-260105-225
2026-01-05,14:11:40,START,2026-01-05,14:14:11,END,ORD-260105-226
2026-01-05,14:14:52,START,2026-01-05,14:17:22,END,ORD-260105-227
2026-01-05,14:14:04,START,2026-01-05,14:16:23,END,ORD-260105-228
2026-01-05,14:17:07,START,2026-01-05,14:19:34,END,ORD-260105-229
2026-01-05,14:16:48,START,2026-01-05,14:19:24,END,ORD-260105-230
2026-01-05,14:19:40,START,2026-01-05,14:22:15,END,ORD-260105-231
2026-01-05,14:19:50,START,2026-01-05,14:22:28,END,ORD-260105-232
2026-01-05,14:22:16,START,2026-01-05,14:24:59,END,ORD-260105-233
2026-01-05,14:22:51,START,2026-01-05,14:25:10,END,ORD-260105-234
2026-01-05,14:25:23,START,2026-01-05,14:27:53,END,ORD-260105-235
2026-01-05,14:25:29,START,2026-01-05,14:28:00,END,ORD-260105-236
2026-01-05,14:28:01,START,2026-01-05,14:30:20,END,ORD-260105-237
2026-01-05,14:27:57,START,2026-01-05,14:30:14,END,ORD-260105-238
2026-01-05,14:30:32,START,2026-01-05,14:32:51,END,ORD-260105-239
2026-01-05,14:30:54,START,2026-01-05,14:33:22,END,ORD-260105-240
2026-01-05,14:33:05,START,2026-01-05,14:35:36,END,ORD-260105-241
2026-01-05,14:33:55,START,2026-01-05,14:36:35,END,ORD-260105-242
2026-01-05,14:36:02,START,2026-01-05,14:38:40,END,ORD-260105-243
2026-01-05,14:36:48,START,2026-01-05,14:39:15,END,ORD-260105-244
2026-01-05,14:38:41,START,2026-01-05,14:41:09,END,ORD-260105-245
2026-01-05,14:40:01,START,2026-01-05,14:42:42,END,ORD-260105-246
2026-01-05,14:41:30,START,2026-01-05,14:44:06,END,ORD-260105-247
2026-01-05,14:42:52,START,2026-01-05,14:45:36,END,ORD-260105-248
2026-01-05,14:44:31,START,2026-01-05,14:47:06,END,ORD-260105-249
2026-01-05,14:45:51,START,2026-01-05,14:48:11,END,ORD-260105-250
2026-01-05,14:47:31,START,2026-01-05,14:49:53,END,ORD-260105-251
2026-01-05,14:48:27,START,2026-01-05,14:51:05,END,ORD-260105-252
2026-01-05,14:50:09,START,2026-01-05,14:52:40,END,ORD-260105-253
2026-01-05,14:51:18,START,2026-01-05,14:53:48,END,ORD-260105-254
2026-01-05,14:52:58,START,2026-01-05,14:55:23,END,ORD-260105-255
2026-01-05,14:53:45,START,2026-01-05,14:56:15,END,ORD-260105-256
2026-01-05,14:55:22,START,2026-01-05,14:57:40,END,ORD-260105-257
2026-01-05,14:56:12,START,2026-01-05,14:58:47,END,ORD-260105-258
2026-01-06,08:00:00,START,2026-01-06,08:02:41,END,ORD-260106-001
2026-01-06,08:00:00,START,2026-01-06,08:02:30,END,ORD-260106-002
2026-01-06,08:02:42,START,2026-01-06,08:05:07,END,ORD-260106-003
2026-01-06,08:02:45,START,2026-01-06,08:05:12,END,ORD-260106-004
2026-01-06,08:05:41,START,2026-01-06,08:08:12,END,ORD-260106-005
2026-01-06,08:05:41,START,2026-01-06,08:08:19,END,ORD-260106-006
2026-01-06,08:08:41,START,2026-01-06,08:11:17,END,ORD-260106-007
2026-01-06,08:08:30,START,2026-01-06,08:11:14,END,ORD-260106-008
2026-01-06,08:11:39,START,2026-01-06,08:14:08,END,ORD-260106-009
2026-01-06,08:11:44,START,2026-01-06,08:14:18,END,ORD-260106-010
2026-01-06,08:14:46,START,2026-01-06,08:17:19,END,ORD-260106-011
2026-01-06,08:14:49,START,2026-01-06,08:17:16,END,ORD-260106-012
2026-01-06,08:17:26,START,2026-01-06,08:19:56,END,ORD-260106-013
2026-01-06,08:17:38,START,2026-01-06,08:20:03,END,ORD-260106-014
2026-01-06,08:20:26,START,2026-01-06,08:22:54,END,ORD-260106-015
2026-01-06,08:20:24,START,2026-01-06,08:22:44,END,ORD-260106-016
2026-01-06,08:22:51,START,2026-01-06,08:25:31,END,ORD-260106-017
2026-01-06,08:23:02,START,2026-01-06,08:25:45,END,ORD-260106-018
2026-01-06,08:25:26,START,2026-01-06,08:27:52,END,ORD-260106-019
2026-01-06,08:26:12,START,2026-01-06,08:28:49,END,ORD-260106-020
2026-01-06,08:27:59,START,2026-01-06,08:30:30,END,ORD-260106-021
2026-01-06,08:29:01,START,2026-01-06,08:31:36,END,ORD-260106-022
2026-01-06,08:30:45,START,2026-01-06,08:33:16,END,ORD-260106-023
2026-01-06,08:31:25,START,2026-01-06,08:33:53,END,ORD-260106-024
2026-01-06,08:33:23,START,2026-01-06,08:36:03,END,ORD-260106-025
2026-01-06,08:34:35,START,2026-01-06,08:36:59,END,ORD-260106-026
2026-01-06,08:36:34,START,2026-01-06,08:39:03,END,ORD-260106-027
2026-01-06,08:37:43,START,2026-01-06,08:40:07,END,ORD-260106-028
2026-01-06,08:38:58,START,2026-01-06,08:41:20,END,ORD-260106-029
2026-01-06,08:40:32,START,2026-01-06,08:43:05,END,ORD-260106-030
2026-01-06,08:41:39,START,2026-01-06,08:44:00,END,ORD-260106-031
2026-01-06,08:43:23,START,2026-01-06,08:45:43,END,ORD-260106-032
2026-01-06,08:44:32,START,2026-01-06,08:47:14,END,ORD-260106-033
2026-01-06,08:46:09,START,2026-01-06,08:48:34,END,ORD-260106-034
2026-01-06,08:47:34,START,2026-01-06,08:50:05,END,ORD-260106-035
2026-01-06,08:48:52,START,2026-01-06,08:51:33,END,ORD-260106-036
2026-01-06,08:50:24,START,2026-01-06,08:52:48,END,ORD-260106-037
2026-01-06,08:51:28,START,2026-01-06,08:53:56,END,ORD-260106-038
2026-01-06,08:52:59,START,2026-01-06,08:55:17,END,ORD-260106-039
2026-01-06,08:54:23,START,2026-01-06,08:56:57,END,ORD-260106-040
2026-01-06,08:55:38,START,2026-01-06,08:58:14,END,ORD-260106-041
2026-01-06,08:57:14,START,2026-01-06,08:59:52,END,ORD-260106-042
2026-01-06,08:58:24,START,2026-01-06,09:01:05,END,ORD-260106-043
2026-01-06,08:59:57,START,2026-01-06,09:02:13,END,ORD-260106-044
2026-01-06,09:01:09,START,2026-01-06,09:03:48,END,ORD-260106-045
2026-01-06,09:02:57,START,2026-01-06,09:05:14,END,ORD-260106-046
2026-01-06,09:03:52,START,2026-01-06,09:06:26,END,ORD-260106-047
2026-01-06,09:05:27,START,2026-01-06,09:07:59,END,ORD-260106-048
2026-01-06,09:06:37,START,2026-01-06,09:08:57,END,ORD-260106-049
2026-01-06,09:08:29,START,2026-01-06,09:10:56,END,ORD-260106-050
2026-01-06,09:09:33,START,2026-01-06,09:12:05,END,ORD-260106-051
2026-01-06,09:11:24,START,2026-01-06,09:13:41,END,ORD-260106-052
2026-01-06,09:12:22,START,2026-01-06,09:14:51,END,ORD-260106-053
2026-01-06,09:14:07,START,2026-01-06,09:16:40,END,ORD-260106-054
2026-01-06,09:15:19,START,2026-01-06,09:17:56,END,ORD-260106-055
2026-01-06,09:16:52,START,2026-01-06,09:19:11,END,ORD-260106-056
2026-01-06,09:18:13,START,2026-01-06,09:20:45,END,ORD-260106-057
2026-01-06,09:19:29,START,2026-01-06,09:21:51,END,ORD-260106-058
2026-01-06,09:21:04,START,2026-01-06,09:23:39,END,ORD-260106-059
2026-01-06,09:22:39,START,2026-01-06,09:25:12,END,ORD-260106-060
2026-01-06,09:23:48,START,2026-01-06,09:26:12,END,ORD-260106-061
2026-01-06,09:25:51,START,2026-01-06,09:28:19,END,ORD-260106-062
2026-01-06,09:26:37,START,2026-01-06,09:29:15,END,ORD-260106-063
2026-01-06,09:28:27,START,2026-01-06,09:31:00,END,ORD-260106-064
2026-01-06,09:29:17,START,2026-01-06,09:31:54,END,ORD-260106-065
2026-01-06,09:30:55,START,2026-01-06,09:33:19,END,ORD-260106-066
2026-01-06,09:32:03,START,2026-01-06,09:34:22,END,ORD-260106-067
2026-01-06,09:33:26,START,2026-01-06,09:35:52,END,ORD-260106-068
2026-01-06,09:35:00,START,2026-01-06,09:37:17,END,ORD-260106-069
2026-01-06,09:36:21,START,2026-01-06,09:38:42,END,ORD-260106-070
2026-01-06,09:37:26,START,2026-01-06,09:40:08,END,ORD-260106-071
2026-01-06,09:38:51,START,2026-01-06,09:41:16,END,ORD-260106-072
2026-01-06,09:40:29,START,2026-01-06,09:43:00,END,ORD-260106-073
2026-01-06,09:41:49,START,2026-01-06,09:44:24,END,ORD-260106-074
2026-01-06,09:43:34,START,2026-01-06,09:46:02,END,ORD-260106-075
2026-01-06,09:44:45,START,2026-01-06,09:47:10,END,ORD-260106-076
2026-01-06,09:46:23,START,2026-01-06,09:48:51,END,ORD-260106-077
2026-01-06,09:47:25,START,2026-01-06,09:49:48,END,ORD-260106-078
2026-01-06,09:49:09,START,2026-01-06,09:51:27,END,ORD-260106-079
2026-01-06,09:50:13,START,2026-01-06,09:52:43,END,ORD-260106-080
2026-01-06,09:51:42,START,2026-01-06,09:53:59,END,ORD-260106-081
2026-01-06,09:52:49,START,2026-01-06,09:55:13,END,ORD-260106-082
2026-01-06,09:54:37,START,2026-01-06,09:57:21,END,ORD-260106-083
2026-01-06,09:55:36,START,2026-01-06,09:58:08,END,ORD-260106-084
2026-01-06,09:57:30,START,2026-01-06,09:59:52,END,ORD-260106-085
2026-01-06,09:58:10,START,2026-01-06,10:00:41,END,ORD-260106-086
2026-01-06,10:00:26,START,2026-01-06,10:03:01,END,ORD-260106-087
2026-01-06,10:00:46,START,2026-01-06,10:03:08,END,ORD-260106-088
2026-01-06,10:02:45,START,2026-01-06,10:05:08,END,ORD-260106-089
2026-01-06,10:03:09,START,2026-01-06,10:05:36,END,ORD-260106-090
2026-01-06,10:05:51,START,2026-01-06,10:08:30,END,ORD-260106-091
2026-01-06,10:06:01,START,2026-01-06,10:08:27,END,ORD-260106-092
2026-01-06,10:08:43,START,2026-01-06,10:11:01,END,ORD-260106-093
2026-01-06,10:09:04,START,2026-01-06,10:11:34,END,ORD-260106-094
2026-01-06,10:11:40,START,2026-01-06,10:14:17,END,ORD-260106-095
2026-01-06,10:11:32,START,2026-01-06,10:13:58,END,ORD-260106-096
2026-01-06,10:14:45,START,2026-01-06,10:17:02,END,ORD-260106-097
2026-01-06,10:14:23,START,2026-01-06,10:16:44,END,ORD-260106-098
2026-01-06,10:17:12,START,2026-01-06,10:19:31,END,ORD-260106-099
