start_date,start_time,start_marker,end_date,end_time,end_marker,order_no
2026-01-05,10:55:29,START,2026-01-05,10:57:57,END,ORD-260105-127
2026-01-05,10:58:28,START,2026-01-05,11:00:45,END,ORD-260105-129
2026-01-05,11:01:27,START,2026-01-05,11:04:03,END,ORD-260105-131
2026-01-05,11:04:13,START,2026-01-05,11:06:44,END,ORD-260105-133
2026-01-05,11:07:02,START,2026-01-05,11:09:40,END,ORD-260105-135
2026-01-05,11:09:58,START,2026-01-05,11:12:31,END,ORD-260105-137
2026-01-05,11:12:26,START,2026-01-05,11:15:01,END,ORD-260105-139
2026-01-05,11:15:14,START,2026-01-05,11:17:37,END,ORD-260105-141
2026-01-05,11:18:10,START,2026-01-05,11:20:54,END,ORD-260105-143
2026-01-05,11:20:57,START,2026-01-05,11:23:22,END,ORD-260105-145
2026-01-05,11:24:19,START,2026-01-05,11:26:37,END,ORD-260105-147
2026-01-05,11:27:13,START,2026-01-05,11:29:54,END,ORD-260105-149
2026-01-05,11:30:14,START,2026-01-05,11:32:56,END,ORD-260105-151
2026-01-05,11:33:11,START,2026-01-05,11:35:48,END,ORD-260105-153
2026-01-05,11:35:52,START,2026-01-05,11:38:17,END,ORD-260105-155
2026-01-05,11:38:35,START,2026-01-05,11:41:08,END,ORD-260105-157
2026-01-05,11:41:08,START,2026-01-05,11:43:38,END,ORD-260105-159
2026-01-05,11:43:35,START,2026-01-05,11:45:57,END,ORD-260105-161
2026-01-05,11:46:08,START,2026-01-05,11:48:46,END,ORD-260105-163
2026-01-05,11:49:04,START,2026-01-05,11:51:20,END,ORD-260105-165
2026-01-05,11:51:56,START,2026-01-05,11:54:36,END,ORD-260105-167
2026-01-05,11:54:59,START,2026-01-05,11:57:20,END,ORD-260105-169
2026-01-05,11:57:43,START,2026-01-05,12:00:05,END,ORD-260105-171
2026-01-05,13:00:00,START,2026-01-05,13:02:22,END,ORD-260105-173
2026-01-05,13:02:49,START,2026-01-05,13:05:23,END,ORD-260105-175
2026-01-05,13:05:10,START,2026-01-05,13:07:39,END,ORD-260105-177
2026-01-05,13:07:49,START,2026-01-05,13:10:21,END,ORD-260105-179
2026-01-05,13:10:19,START,2026-01-05,13:12:51,END,ORD-260105-181
2026-01-05,13:13:07,START,2026-01-05,13:15:39,END,ORD-260105-183
2026-01-05,13:16:15,START,2026-01-05,13:18:35,END,ORD-260105-185
2026-01-05,13:18:54,START,2026-01-05,13:21:20,END,ORD-260105-187
2026-01-05,13:21:47,START,2026-01-05,13:24:13,END,ORD-260105-189
2026-01-05,13:24:22,START,2026-01-05,13:26:47,END,ORD-260105-191
2026-01-05,13:26:51,START,2026-01-05,13:29:12,END,ORD-260105-193
2026-01-05,13:30:00,START,2026-01-05,13:32:42,END,ORD-260105-195
2026-01-05,13:32:35,START,2026-01-05,13:34:54,END,ORD-260105-197
2026-01-05,13:35:33,START,2026-01-05,13:38:10,END,ORD-260105-199
2026-01-05,13:38:26,START,2026-01-05,13:40:54,END,ORD-260105-201
2026-01-05,13:41:01,START,2026-01-05,13:43:43,END,ORD-260105-203
2026-01-05,13:43:43,START,2026-01-05,13:46:20,END,ORD-260105-205
2026-01-05,13:46:35,START,2026-01-05,13:48:55,END,ORD-260105-207
2026-01-05,13:49:27,START,2026-01-05,13:51:49,END,ORD-260105-209
2026-01-05,13:52:28,START,2026-01-05,13:55:11,END,ORD-260105-211
2026-01-05,13:55:03,START,2026-01-05,13:57:23,END,ORD-260105-213
2026-01-05,13:57:55,START,2026-01-05,14:00:35,END,ORD-260105-215
2026-01-05,14:01:02,START,2026-01-05,14:03:46,END,ORD-260105-217
2026-01-05,14:03:50,START,2026-01-05,14:06:24,END,ORD-260105-219
2026-01-05,14:06:42,START,2026-01-05,14:08:58,END,ORD-260105-221
2026-01-05,14:09:36,START,2026-01-05,14:12:06,END,ORD-260105-223
2026-01-05,14:12:23,START,2026-01-05,14:14:44,END,ORD-260105-225
2026-01-05,14:14:52,START,2026-01-05,14:17:22,END,ORD-260105-227
2026-01-05,14:17:07,START,2026-01-05,14:19:34,END,ORD-260105-229
2026-01-05,14:19:40,START,2026-01-05,14:22:15,END,ORD-260105-231
2026-01-05,14:22:16,START,2026-01-05,14:24:59,END,ORD-260105-233
2026-01-05,14:25:23,START,2026-01-05,14:27:53,END,ORD-260105-235
2026-01-05,14:28:01,START,2026-01-05,14:30:20,END,ORD-260105-237
2026-01-05,14:30:32,START,2026-01-05,14:32:51,END,ORD-260105-239
2026-01-05,14:33:05,START,2026-01-05,14:35:36,END,ORD-260105-241
2026-01-05,14:36:02,START,2026-01-05,14:38:40,END,ORD-260105-243
2026-01-05,14:38:41,START,2026-01-05,14:41:09,END,ORD-260105-245
2026-01-05,14:41:30,START,2026-01-05,14:44:06,END,ORD-260105-247
2026-01-05,14:44:31,START,2026-01-05,14:47:06,END,ORD-260105-249
2026-01-05,14:47:31,START,2026-01-05,14:49:53,END,ORD-260105-251
2026-01-05,14:50:09,START,2026-01-05,14:52:40,END,ORD-260105-253
2026-01-05,14:52:58,START,2026-01-05,14:55:23,END,ORD-260105-255
2026-01-05,14:55:22,START,2026-01-05,14:57:40,END,ORD-260105-257
2026-01-06,08:00:00,START,2026-01-06,08:02:41,END,ORD-260106-001
2026-01-06,08:02:42,START,2026-01-06,08:05:07,END,ORD-260106-003
2026-01-06,08:05:41,START,2026-01-06,08:08:12,END,ORD-260106-005
2026-01-06,08:08:41,START,2026-01-06,08:11:17,END,ORD-260106-007
2026-01-06,08:11:39,START,2026-01-06,08:14:08,END,ORD-260106-009
2026-01-06,08:14:46,START,2026-01-06,08:17:19,END,ORD-260106-011
2026-01-06,08:17:26,START,2026-01-06,08:19:56,END,ORD-260106-013
2026-01-06,08:20:26,START,2026-01-06,08:22:54,END,ORD-260106-015
2026-01-06,08:22:51,START,2026-01-06,08:25:31,END,ORD-260106-017
2026-01-06,08:25:26,START,2026-01-06,08:27:52,END,ORD-260106-019
2026-01-06,08:27:59,START,2026-01-06,08:30:30,END,ORD-260106-021
2026-01-06,08:30:45,START,2026-01-06,08:33:16,END,ORD-260106-023
2026-01-06,08:33:23,START,2026-01-06,08:36:03,END,ORD-260106-025
2026-01-06,08:36:34,START,2026-01-06,08:39:03,END,ORD-260106-027
2026-01-06,08:38:58,START,2026-01-06,08:41:20,END,ORD-260106-029
2026-01-06,08:41:39,START,2026-01-06,08:44:00,END,ORD-260106-031
2026-01-06,08:44:32,START,2026-01-06,08:47:14,END,ORD-260106-033
2026-01-06,08:47:34,START,2026-01-06,08:50:05,END,ORD-260106-035
2026-01-06,08:50:24,START,2026-01-06,08:52:48,END,ORD-260106-037
2026-01-06,08:52:59,START,2026-01-06,08:55:17,END,ORD-260106-039
2026-01-06,08:55:38,START,2026-01-06,08:58:14,END,ORD-260106-041
2026-01-06,08:58:24,START,2026-01-06,09:01:05,END,ORD-260106-043
2026-01-06,09:01:09,START,2026-01-06,09:03:48,END,ORD-260106-045
2026-01-06,09:03:52,START,2026-01-06,09:06:26,END,ORD-260106-047
2026-01-06,09:06:37,START,2026-01-06,09:08:57,END,ORD-260106-049
2026-01-06,09:09:33,START,2026-01-06,09:12:05,END,ORD-260106-051
2026-01-06,09:12:22,START,2026-01-06,09:14:51,END,ORD-260106-053
2026-01-06,09:15:19,START,2026-01-06,09:17:56,END,ORD-260106-055
2026-01-06,09:18:13,START,2026-01-06,09:20:45,END,ORD-260106-057
2026-01-06,09:21:04,START,2026-01-06,09:23:39,END,ORD-260106-059
2026-01-06,09:23:48,START,2026-01-06,09:26:12,END,ORD-260106-061
2026-01-06,09:26:37,START,2026-01-06,09:29:15,END,ORD-260106-063
2026-01-06,09:29:17,START,2026-01-06,09:31:54,END,ORD-260106-065
2026-01-06,09:32:03,START,2026-01-06,09:34:22,END,ORD-260106-067
2026-01-06,09:35:00,START,2026-01-06,09:37:17,END,ORD-260106-069
2026-01-06,09:37:26,START,2026-01-06,09:40:08,END,ORD-260106-071
2026-01-06,09:40:29,START,2026-01-06,09:43:00,END,ORD-260106-073
2026-01-06,09:43:34,START,2026-01-06,09:46:02,END,ORD-260106-075
2026-01-06,09:46:23,START,2026-01-06,09:48:51,END,ORD-260106-077
2026-01-06,09:49:09,START,2026-01-06,09:51:27,END,ORD-260106-079
2026-01-06,09:51:42,START,2026-01-06,09:53:59,END,ORD-260106-081
2026-01-06,09:54:37,START,2026-01-06,09:57:21,END,ORD-260106-083
2026-01-06,09:57:30,START,2026-01-06,09:59:52,END,ORD-260106-085
2026-01-06,10:00:26,START,2026-01-06,10:03:01,END,ORD-260106-087
2026-01-06,10:02:45,START,2026-01-06,10:05:08,END,ORD-260106-089
2026-01-06,10:05:51,START,2026-01-06,10:08:30,END,ORD-260106-091
2026-01-06,10:08:43,START,2026-01-06,10:11:01,END,ORD-260106-093
2026-01-06,10:11:40,START,2026-01-06,10:14:17,END,ORD-260106-095
2026-01-06,10:14:45,START,2026-01-06,10:17:02,END,ORD-260106-097
2026-01-06,10:17:12,START,2026-01-06,10:19:31,END,ORD-260106-099
2026-01-06,10:19:56,START,2026-01-06,10:22:33,END,ORD-260106-101
2026-01-06,10:22:32,START,2026-01-06,10:24:58,END,ORD-260106-103
2026-01-06,10:25:09,START,2026-01-06,10:27:32,END,ORD-260106-105
2026-01-06,10:28:09,START,2026-01-06,10:30:47,END,ORD-260106-107
2026-01-06,10:30:53,START,2026-01-06,10:33:18,END,ORD-260106-109
2026-01-06,10:33:37,START,2026-01-06,10:36:06,END,ORD-260106-111
2026-01-06,10:36:10,START,2026-01-06,10:38:48,END,ORD-260106-113
2026-01-06,10:39:14,START,2026-01-06,10:41:54,END,ORD-260106-115
2026-01-06,10:42:09,START,2026-01-06,10:44:52,END,ORD-260106-117
2026-01-06,10:44:38,START,2026-01-06,10:47:00,END,ORD-260106-119
2026-01-06,10:47:35,START,2026-01-06,10:49:55,END,ORD-260106-121
2026-01-06,10:50:51,START,2026-01-06,10:53:32,END,ORD-260106-123
2026-01-06,10:53:32,START,2026-01-06,10:56:08,END,ORD-260106-125
2026-01-06,10:56:20,START,2026-01-06,10:58:48,END,ORD-260106-127
2026-01-06,10:58:58,START,2026-01-06,11:01:42,END,ORD-260106-129
2026-01-06,11:01:57,START,2026-01-06,11:04:26,END,ORD-260106-131
2026-01-06,11:04:55,START,2026-01-06,11:07:32,END,ORD-260106-133
2026-01-06,11:07:32,START,2026-01-06,11:10:05,END,ORD-260106-135
2026-01-06,11:10:15,START,2026-01-06,11:12:42,END,ORD-260106-137
2026-01-06,11:12:56,START,2026-01-06,11:15:28,END,ORD-260106-139
2026-01-06,11:15:44,START,2026-01-06,11:18:25,END,ORD-260106-141
2026-01-06,11:18:54,START,2026-01-06,11:21:30,END,ORD-260106-143
2026-01-06,11:21:46,START,2026-01-06,11:24:24,END,ORD-260106-145
2026-01-06,11:24:42,START,2026-01-06,11:27:04,END,ORD-260106-147
2026-01-06,11:27:29,START,2026-01-06,11:29:45,END,ORD-260106-149
2026-01-06,11:30:13,START,2026-01-06,11:32:43,END,ORD-260106-151
2026-01-06,11:33:02,START,2026-01-06,11:35:42,END,ORD-260106-153
2026-01-06,11:35:45,START,2026-01-06,11:38:08,END,ORD-260106-155
2026-01-06,11:37:58,START,2026-01-06,11:40:42,END,ORD-260106-157
2026-01-06,11:40:56,START,2026-01-06,11:43:34,END,ORD-260106-159
2026-01-06,11:44:03,START,2026-01-06,11:46:28,END,ORD-260106-161
2026-01-06,11:46:49,START,2026-01-06,11:49:27,END,ORD-260106-163
2026-01-06,11:49:26,START,2026-01-06,11:52:10,END,ORD-260106-165
2026-01-06,11:52:13,START,2026-01-06,11:54:48,END,ORD-260106-167
2026-01-06,11:54:53,START,2026-01-06,11:57:19,END,ORD-260106-169
2026-01-06,13:00:00,START,2026-01-06,13:02:32,END,ORD-260106-171
2026-01-06,13:00:19,START,2026-01-06,13:02:48,END,ORD-260106-173
2026-01-06,13:02:47,START,2026-01-06,13:05:12,END,ORD-260106-175
2026-01-06,13:05:08,START,2026-01-06,13:07:34,END,ORD-260106-177
2026-01-06,13:07:28,START,2026-01-06,13:09:46,END,ORD-260106-179
2026-01-06,13:10:13,START,2026-01-06,13:12:43,END,ORD-260106-181
2026-01-06,13:13:22,START,2026-01-06,13:15:56,END,ORD-260106-183
2026-01-06,13:16:34,START,2026-01-06,13:18:51,END,ORD-260106-185
2026-01-06,13:19:38,START,2026-01-06,13:22:20,END,ORD-260106-187
2026-01-06,13:22:33,START,2026-01-06,13:25:10,END,ORD-260106-189
2026-01-06,13:25:08,START,2026-01-06,13:27:38,END,ORD-260106-191
2026-01-06,13:27:43,START,2026-01-06,13:30:02,END,ORD-260106-193
2026-01-06,13:30:15,START,2026-01-06,13:32:45,END,ORD-260106-195
2026-01-06,13:33:01,START,2026-01-06,13:35:22,END,ORD-260106-197
2026-01-06,13:35:48,START,2026-01-06,13:38:13,END,ORD-260106-199
2026-01-06,13:38:38,START,2026-01-06,13:41:17,END,ORD-260106-201
2026-01-06,13:41:42,START,2026-01-06,13:44:15,END,ORD-260106-203
2026-01-06,13:44:36,START,2026-01-06,13:46:57,END,ORD-260106-205
2026-01-06,13:47:13,START,2026-01-06,13:49:57,END,ORD-260106-207
2026-01-06,13:50:04,START,2026-01-06,13:52:39,END,ORD-260106-209
2026-01-06,13:52:43,START,2026-01-06,13:55:22,END,ORD-260106-211
2026-01-06,13:56:02,START,2026-01-06,13:58:21,END,ORD-260106-213
2026-01-06,13:58:21,START,2026-01-06,14:00:52,END,ORD-260106-215
2026-01-06,14:01:23,START,2026-01-06,14:03:53,END,ORD-260106-217
2026-01-06,14:04:10,START,2026-01-06,14:06:44,END,ORD-260106-219
2026-01-06,14:07:08,START,2026-01-06,14:09:38,END,ORD-260106-221
2026-01-06,14:09:54,START,2026-01-06,14:12:28,END,ORD-260106-223
2026-01-06,14:12:18,START,2026-01-06,14:14:41,END,ORD-260106-225
2026-01-06,14:15:04,START,2026-01-06,14:17:28,END,ORD-260106-227
2026-01-06,14:17:54,START,2026-01-06,14:20:21,END,ORD-260106-229
2026-01-06,14:20:39,START,2026-01-06,14:23:07,END,ORD-260106-231
2026-01-06,14:23:02,START,2026-01-06,14:25:30,END,ORD-260106-233
2026-01-06,14:25:49,START,2026-01-06,14:28:14,END,ORD-260106-235
2026-01-06,14:28:34,START,2026-01-06,14:31:14,END,ORD-260106-237
2026-01-06,14:31:21,START,2026-01-06,14:33:39,END,ORD-260106-239
2026-01-06,14:34:08,START,2026-01-06,14:36:27,END,ORD-260106-241
2026-01-06,14:36:52,START,2026-01-06,14:39:28,END,ORD-260106-243
2026-01-06,14:39:33,START,2026-01-06,14:42:15,END,ORD-260106-245
2026-01-06,14:42:32,START,2026-01-06,14:44:51,END,ORD-260106-247
2026-01-07,08:00:00,START,2026-01-07,08:02:35,END,ORD-260107-002
2026-01-07,08:02:45,START,2026-01-07,08:05:13,END,ORD-260107-004
2026-01-07,08:05:27,START,2026-01-07,08:07:55,END,ORD-260107-006
2026-01-07,08:08:25,START,2026-01-07,08:11:06,END,ORD-260107-008
2026-01-07,08:11:10,START,2026-01-07,08:13:48,END,ORD-260107-010
2026-01-07,08:13:59,START,2026-01-07,08:16:35,END,ORD-260107-012
2026-01-07,08:16:50,START,2026-01-07,08:19:33,END,ORD-260107-014
2026-01-07,08:19:44,START,2026-01-07,08:22:17,END,ORD-260107-016
2026-01-07,08:22:27,START,2026-01-07,08:24:56,END,ORD-260107-018
2026-01-07,08:25:14,START,2026-01-07,08:27:31,END,ORD-260107-020
2026-01-07,08:28:10,START,2026-01-07,08:30:39,END,ORD-260107-022
2026-01-07,08:30:42,START,2026-01-07,08:33:25,END,ORD-260107-024
2026-01-07,08:33:14,START,2026-01-07,08:35:56,END,ORD-260107-026
2026-01-07,08:35:59,START,2026-01-07,08:38:19,END,ORD-260107-028
2026-01-07,08:38:45,START,2026-01-07,08:41:12,END,ORD-260107-030
2026-01-07,08:41:27,START,2026-01-07,08:44:04,END,ORD-260107-032
2026-01-07,08:44:14,START,2026-01-07,08:46:34,END,ORD-260107-034
2026-01-07,08:46:52,START,2026-01-07,08:49:15,END,ORD-260107-036
2026-01-07,08:49:40,START,2026-01-07,08:51:57,END,ORD-260107-038
2026-01-07,08:52:50,START,2026-01-07,08:55:14,END,ORD-260107-040
2026-01-07,08:55:27,START,2026-01-07,08:58:05,END,ORD-260107-042
2026-01-07,08:58:21,START,2026-01-07,09:01:03,END,ORD-260107-044
2026-01-07,09:00:46,START,2026-01-07,09:03:20,END,ORD-260107-046
2026-01-07,09:03:14,START,2026-01-07,09:05:43,END,ORD-260107-048
2026-01-07,09:05:46,START,2026-01-07,09:08:27,END,ORD-260107-050
2026-01-07,09:08:25,START,2026-01-07,09:11:03,END,ORD-260107-052
2026-01-07,09:10:58,START,2026-01-07,09:13:34,END,ORD-260107-054
2026-01-07,09:13:36,START,2026-01-07,09:16:19,END,ORD-260107-056
2026-01-07,09:16:26,START,2026-01-07,09:18:42,END,ORD-260107-058
2026-01-07,09:19:14,START,2026-01-07,09:21:57,END,ORD-260107-060
2026-01-07,09:22:11,START,2026-01-07,09:24:54,END,ORD-260107-062
2026-01-07,09:25:21,START,2026-01-07,09:27:58,END,ORD-260107-064
2026-01-07,09:28:21,START,2026-01-07,09:30:52,END,ORD-260107-066
2026-01-07,09:31:00,START,2026-01-07,09:33:33,END,ORD-260107-068
2026-01-07,09:34:01,START,2026-01-07,09:36:27,END,ORD-260107-070
2026-01-07,09:36:47,START,2026-01-07,09:39:27,END,ORD-260107-072
2026-01-07,09:39:38,START,2026-01-07,09:42:11,END,ORD-260107-074
2026-01-07,09:42:29,START,2026-01-07,09:44:57,END,ORD-260107-076
2026-01-07,09:45:26,START,2026-01-07,09:48:01,END,ORD-260107-078
2026-01-07,09:48:23,START,2026-01-07,09:50:54,END,ORD-260107-080
2026-01-07,09:51:17,START,2026-01-07,09:53:49,END,ORD-260107-082
2026-01-07,09:54:00,START,2026-01-07,09:56:42,END,ORD-260107-084
2026-01-07,09:56:40,START,2026-01-07,09:58:59,END,ORD-260107-086
2026-01-07,09:59:20,START,2026-01-07,10:02:03,END,ORD-260107-088
2026-01-07,10:02:03,START,2026-01-07,10:04:19,END,ORD-260107-090
2026-01-07,10:04:46,START,2026-01-07,10:07:15,END,ORD-260107-092
2026-01-07,10:07:57,START,2026-01-07,10:10:30,END,ORD-260107-094
2026-01-07,10:10:30,START,2026-01-07,10:13:14,END,ORD-260107-096
2026-01-07,10:12:53,START,2026-01-07,10:15:16,END,ORD-260107-098
2026-01-07,10:15:37,START,2026-01-07,10:18:19,END,ORD-260107-100
2026-01-07,10:18:29,START,2026-01-07,10:21:03,END,ORD-260107-102
2026-01-07,10:21:30,START,2026-01-07,10:23:51,END,ORD-260107-104
2026-01-07,10:24:32,START,2026-01-07,10:26:56,END,ORD-260107-106
2026-01-07,10:27:34,START,2026-01-07,10:29:57,END,ORD-260107-108
2026-01-07,10:30:39,START,2026-01-07,10:33:23,END,ORD-260107-110
2026-01-07,10:33:22,START,2026-01-07,10:35:38,END,ORD-260107-112
2026-01-07,10:35:38,START,2026-01-07,10:37:56,END,ORD-260107-114
2026-01-07,10:38:10,START,2026-01-07,10:40:27,END,ORD-260107-116
2026-01-07,10:41:14,START,2026-01-07,10:43:52,END,ORD-260107-118
2026-01-07,10:43:53,START,2026-01-07,10:46:24,END,ORD-260107-120
2026-01-07,10:46:45,START,2026-01-07,10:49:19,END,ORD-260107-122
2026-01-07,10:49:15,START,2026-01-07,10:51:42,END,ORD-260107-124
2026-01-07,10:51:30,START,2026-01-07,10:54:03,END,ORD-260107-126
2026-01-07,10:54:08,START,2026-01-07,10:56:45,END,ORD-260107-128
2026-01-07,10:56:31,START,2026-01-07,10:58:47,END,ORD-260107-130
2026-01-07,10:59:16,START,2026-01-07,11:01:50,END,ORD-260107-132
2026-01-07,11:02:20,START,2026-01-07,11:04:52,END,ORD-260107-134
2026-01-07,11:05:15,START,2026-01-07,11:07:50,END,ORD-260107-136
2026-01-07,11:07:29,START,2026-01-07,11:10:07,END,ORD-260107-138
2026-01-07,11:10:25,START,2026-01-07,11:13:08,END,ORD-260107-140
2026-01-07,11:13:04,START,2026-01-07,11:15:22,END,ORD-260107-142
2026-01-07,11:16:01,START,2026-01-07,11:18:20,END,ORD-260107-144
2026-01-07,11:19:04,START,2026-01-07,11:21:34,END,ORD-260107-146
2026-01-07,11:21:50,START,2026-01-07,11:24:30,END,ORD-260107-148
2026-01-07,11:24:31,START,2026-01-07,11:27:06,END,ORD-260107-150
2026-01-07,11:27:00,START,2026-01-07,11:29:28,END,ORD-260107-152
2026-01-07,11:29:39,START,2026-01-07,11:32:20,END,ORD-260107-154
2026-01-07,11:32:46,START,2026-01-07,11:35:14,END,ORD-260107-156
2026-01-07,11:35:34,START,2026-01-07,11:38:09,END,ORD-260107-158
2026-01-07,11:38:49,START,2026-01-07,11:41:13,END,ORD-260107-160
2026-01-07,11:41:35,START,2026-01-07,11:44:11,END,ORD-260107-162
2026-01-07,11:44:27,START,2026-01-07,11:46:48,END,ORD-260107-164
2026-01-07,11:47:29,START,2026-01-07,11:50:10,END,ORD-260107-166
2026-01-07,11:50:15,START,2026-01-07,11:52:43,END,ORD-260107-168
2026-01-07,11:53:06,START,2026-01-07,11:55:44,END,ORD-260107-170
2026-01-07,11:55:53,START,2026-01-07,11:58:35,END,ORD-260107-172
2026-01-07,13:00:00,START,2026-01-07,13:02:44,END,ORD-260107-174
2026-01-07,13:01:48,START,2026-01-07,13:04:19,END,ORD-260107-176
2026-01-07,13:05:08,START,2026-01-07,13:07:25,END,ORD-260107-178
2026-01-07,13:07:46,START,2026-01-07,13:10:20,END,ORD-260107-180
2026-01-07,13:10:39,START,2026-01-07,13:13:15,END,ORD-260107-182
2026-01-07,13:13:14,START,2026-01-07,13:15:54,END,ORD-260107-184
2026-01-07,13:16:03,START,2026-01-07,13:18:44,END,ORD-260107-186
2026-01-07,13:18:35,START,2026-01-07,13:20:51,END,ORD-260107-188
2026-01-07,13:21:07,START,2026-01-07,13:23:29,END,ORD-260107-190
2026-01-07,13:23:44,START,2026-01-07,13:26:08,END,ORD-260107-192
2026-01-07,13:26:31,START,2026-01-07,13:29:13,END,ORD-260107-194
2026-01-07,13:29:09,START,2026-01-07,13:31:53,END,ORD-260107-196
2026-01-07,13:32:24,START,2026-01-07,13:34:52,END,ORD-260107-198
2026-01-07,13:35:09,START,2026-01-07,13:37:47,END,ORD-260107-200
2026-01-07,13:37:52,START,2026-01-07,13:40:10,END,ORD-260107-202
2026-01-07,13:40:28,START,2026-01-07,13:43:04,END,ORD-260107-204
2026-01-07,13:42:52,START,2026-01-07,13:45:36,END,ORD-260107-206
2026-01-07,13:45:58,START,2026-01-07,13:48:22,END,ORD-260107-208
