production_date_yymmdd,check_no,qr_read_ts,all_clear_ts,production_date,packing_date,tehai_no,order_no,product_name,width_mm,height_mm,material_code1,material_name1,material_qty1,material_code2,material_name2,material_qty2,qr_clear_count,initial_clear_count,forced_clear_count,material_pick_count,error_code
260105,CHK-0105-030,2026-01-05 08:39:51,2026-01-05 08:43:13,2026-01-05,2026-01-05,TEH-260105-030,ORD-260105-030,RS-110X210-WH,1100,2100,MAT-014,Frame,1,MATP-008,Panel,1,1,1,0,2,
260105,CHK-0105-031,2026-01-05 08:43:25,2026-01-05 08:47:21,2026-01-05,2026-01-05,TEH-260105-031,ORD-260105-031,VB-60-90X160-BR,900,1600,MAT-015,Frame,1,MATP-009,Panel,1,1,1,0,2,
260105,CHK-0105-032,2026-01-05 08:43:42,2026-01-05 08:48:17,2026-01-05,2026-01-05,TEH-260105-032,ORD-260105-032,VB-60-90X160-BR,900,1600,MAT-016,Frame,1,MATP-010,Panel,1,1,1,0,2,
260105,CHK-0105-033,2026-01-05 08:43:43,2026-01-05 08:47:26,2026-01-05,2026-01-05,TEH-260105-033,ORD-260105-033,RS-120X200-GY,1200,2000,MAT-017,Frame,1,MATP-011,Panel,1,1,1,0,2,
260105,CHK-0105-034,2026-01-05 08:47:32,2026-01-05 08:50:51,2026-01-05,2026-01-05,TEH-260105-034,ORD-260105-034,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MATP-012,Panel,1,1,1,0,2,
260105,CHK-0105-035,2026-01-05 08:48:29,2026-01-05 08:53:00,2026-01-05,2026-01-05,TEH-260105-035,ORD-260105-035,RS-90X180-WH,900,1800,MAT-002,Frame,1,MATP-013,Panel,1,1,1,0,2,
260105,CHK-0105-036,2026-01-05 08:47:51,2026-01-05 08:51:18,2026-01-05,2026-01-05,TEH-260105-036,ORD-260105-036,RS-110X210-WH,1100,2100,MAT-003,Frame,1,MATP-014,Panel,1,1,1,0,2,
260105,CHK-0105-037,2026-01-05 08:50:57,2026-01-05 08:55:23,2026-01-05,2026-01-05,TEH-260105-037,ORD-260105-037,RS-110X210-WH,1100,2100,MAT-004,Frame,1,MATP-015,Panel,1,1,1,0,2,
260105,CHK-0105-038,2026-01-05 08:53:18,2026-01-05 08:57:09,2026-01-05,2026-01-05,TEH-260105-038,ORD-260105-038,VB-60-90X160-BR,900,1600,MAT-005,Frame,1,MATP-016,Panel,1,1,1,0,2,
260105,CHK-0105-039,2026-01-05 08:51:40,2026-01-05 08:55:44,2026-01-05,2026-01-05,TEH-260105-039,ORD-260105-039,VB-60-90X160-BR,900,1600,MAT-006,Frame,1,MATP-017,Panel,1,1,1,0,2,
260105,CHK-0105-040,2026-01-05 08:55:35,2026-01-05 08:59:28,2026-01-05,2026-01-05,TEH-260105-040,ORD-260105-040,VB-50-80X150-IV,800,1500,MAT-007,Frame,1,MATP-018,Panel,1,1,1,0,2,
260105,CHK-0105-041,2026-01-05 08:57:36,2026-01-05 09:01:14,2026-01-05,2026-01-05,TEH-260105-041,ORD-260105-041,RS-100X190-BK,1000,1900,MAT-008,Frame,1,MATP-019,Panel,1,1,1,0,2,
260105,CHK-0105-042,2026-01-05 08:56:00,2026-01-05 08:59:44,2026-01-05,2026-01-05,TEH-260105-042,ORD-260105-042,RS-110X210-WH,1100,2100,MAT-009,Frame,1,MATP-020,Panel,1,1,1,0,2,
260105,CHK-0105-043,2026-01-05 08:59:35,2026-01-05 09:03:53,2026-01-05,2026-01-05,TEH-260105-043,ORD-260105-043,RS-90X180-WH,900,1800,MAT-010,Frame,1,MATP-021,Panel,1,1,1,0,2,
260105,CHK-0105-044,2026-01-05 09:01:34,2026-01-05 09:06:04,2026-01-05,2026-01-05,TEH-260105-044,ORD-260105-044,RS-90X180-WH,900,1800,MAT-011,Frame,1,MATP-022,Panel,1,1,1,0,2,
260105,CHK-0105-045,2026-01-05 09:00:06,2026-01-05 09:03:53,2026-01-05,2026-01-05,TEH-260105-045,ORD-260105-045,RS-120X200-GY,1200,2000,MAT-012,Frame,1,MATP-023,Panel,1,1,1,0,2,
260105,CHK-0105-046,2026-01-05 09:04:09,2026-01-05 09:08:04,2026-01-05,2026-01-05,TEH-260105-046,ORD-260105-046,RS-110X210-WH,1100,2100,MAT-013,Frame,1,MATP-001,Panel,1,1,1,0,2,
260105,CHK-0105-047,2026-01-05 09:06:32,2026-01-05 09:10:23,2026-01-05,2026-01-05,TEH-260105-047,ORD-260105-047,RS-110X210-WH,1100,2100,MAT-014,Frame,1,MATP-002,Panel,1,1,1,0,2,
260105,CHK-0105-048,2026-01-05 09:04:21,2026-01-05 09:08:33,2026-01-05,2026-01-05,TEH-260105-048,ORD-260105-048,RS-90X180-WH,900,1800,MAT-015,Frame,1,MATP-003,Panel,1,1,1,0,2,
260105,CHK-0105-049,2026-01-05 09:08:29,2026-01-05 09:12:07,2026-01-05,2026-01-05,TEH-260105-049,ORD-260105-049,RS-120X200-GY,1200,2000,MAT-016,Frame,1,MATP-004,Panel,1,1,1,0,2,
260105,CHK-0105-050,2026-01-05 09:10:40,2026-01-05 09:14:44,2026-01-05,2026-01-05,TEH-260105-050,ORD-260105-050,RS-90X180-WH,900,1800,MAT-017,Frame,1,MATP-005,Panel,1,1,1,0,2,
260105,CHK-0105-051,2026-01-05 09:08:49,2026-01-05 09:13:04,2026-01-05,2026-01-05,TEH-260105-051,ORD-260105-051,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MATP-006,Panel,1,1,1,0,2,
260105,CHK-0105-052,2026-01-05 09:12:21,2026-01-05 09:15:44,2026-01-05,2026-01-05,TEH-260105-052,ORD-260105-052,RS-100X190-BK,1000,1900,MAT-002,Frame,1,MATP-007,Panel,1,1,1,0,2,
260105,CHK-0105-053,2026-01-05 09:14:53,2026-01-05 09:18:31,2026-01-05,2026-01-05,TEH-260105-053,ORD-260105-053,RS-110X210-WH,1100,2100,MAT-003,Frame,1,MATP-008,Panel,1,1,1,0,2,
260105,CHK-0105-054,2026-01-05 09:13:24,2026-01-05 09:17:18,2026-01-05,2026-01-05,TEH-260105-054,ORD-260105-054,VB-60-90X160-BR,900,1600,MAT-004,Frame,1,MATP-009,Panel,1,1,1,0,2,
260105,CHK-0105-055,2026-01-05 09:16:10,2026-01-05 09:19:30,2026-01-05,2026-01-05,TEH-260105-055,ORD-260105-055,RS-90X180-WH,900,1800,MAT-005,Frame,1,MATP-010,Panel,1,1,1,0,2,
260105,CHK-0105-056,2026-01-05 09:18:49,2026-01-05 09:22:19,2026-01-05,2026-01-05,TEH-260105-056,ORD-260105-056,RS-110X210-WH,1100,2100,MAT-006,Frame,1,MATP-011,Panel,1,1,1,0,2,
260105,CHK-0105-057,2026-01-05 09:17:25,2026-01-05 09:21:08,2026-01-05,2026-01-05,TEH-260105-057,ORD-260105-057,VB-60-90X160-BR,900,1600,MAT-007,Frame,1,MATP-012,Panel,1,1,1,0,2,
260105,CHK-0105-058,2026-01-05 09:19:45,2026-01-05 09:23:24,2026-01-05,2026-01-05,TEH-260105-058,ORD-260105-058,VB-60-90X160-BR,900,1600,MAT-008,Frame,1,MATP-013,Panel,1,1,1,0,2,
260105,CHK-0105-059,2026-01-05 09:22:35,2026-01-05 09:26:38,2026-01-05,2026-01-05,TEH-260105-059,ORD-260105-059,RS-120X200-GY,1200,2000,MAT-009,Frame,1,MATP-014,Panel,1,1,1,0,2,
260105,CHK-0105-060,2026-01-05 09:21:30,2026-01-05 09:25:36,2026-01-05,2026-01-05,TEH-260105-060,ORD-260105-060,RS-110X210-WH,1100,2100,MAT-010,Frame,1,MATP-015,Panel,1,1,1,0,2,
260105,CHK-0105-061,2026-01-05 09:23:50,2026-01-05 09:28:03,2026-01-05,2026-01-05,TEH-260105-061,ORD-260105-061,RS-110X210-WH,1100,2100,MAT-011,Frame,1,MATP-016,Panel,1,1,1,0,2,
260105,CHK-0105-062,2026-01-05 09:26:59,2026-01-05 09:31:16,2026-01-05,2026-01-05,TEH-260105-062,ORD-260105-062,RS-100X190-BK,1000,1900,MAT-012,Frame,1,MATP-017,Panel,1,1,1,0,2,
260105,CHK-0105-063,2026-01-05 09:26:01,2026-01-05 09:30:24,2026-01-05,2026-01-05,TEH-260105-063,ORD-260105-063,RS-110X210-WH,1100,2100,MAT-013,Frame,1,MATP-018,Panel,1,1,1,0,2,
260105,CHK-0105-064,2026-01-05 09:28:28,2026-01-05 09:33:04,2026-01-05,2026-01-05,TEH-260105-064,ORD-260105-064,RS-100X190-BK,1000,1900,MAT-014,Frame,1,MATP-019,Panel,1,1,1,0,2,
260105,CHK-0105-065,2026-01-05 09:31:44,2026-01-05 09:35:54,2026-01-05,2026-01-05,TEH-260105-065,ORD-260105-065,RS-100X190-BK,1000,1900,MAT-015,Frame,1,MATP-020,Panel,1,1,1,0,2,
260105,CHK-0105-066,2026-01-05 09:30:33,2026-01-05 09:35:08,2026-01-05,2026-01-05,TEH-260105-066,ORD-260105-066,RS-110X210-WH,1100,2100,MAT-016,Frame,1,MATP-021,Panel,1,1,1,0,2,
260105,CHK-0105-067,2026-01-05 09:33:34,2026-01-05 09:38:27,2026-01-05,2026-01-05,TEH-260105-067,ORD-260105-067,VB-50-80X150-IV,800,1500,MAT-017,Frame,1,MATP-022,Panel,1,1,1,0,2,
260105,CHK-0105-068,2026-01-05 09:36:01,2026-01-05 09:39:11,2026-01-05,2026-01-05,TEH-260105-068,ORD-260105-068,RS-100X190-BK,1000,1900,MAT-001,Frame,1,MATP-023,Panel,1,1,1,0,2,
260105,CHK-0105-069,2026-01-05 09:35:26,2026-01-05 09:38:54,2026-01-05,2026-01-05,TEH-260105-069,ORD-260105-069,RS-100X190-BK,1000,1900,MAT-002,Frame,1,MATP-001,Panel,1,1,1,0,2,
260105,CHK-0105-070,2026-01-05 09:38:49,2026-01-05 09:42:45,2026-01-05,2026-01-05,TEH-260105-070,ORD-260105-070,RS-110X210-WH,1100,2100,MAT-003,Frame,1,MATP-002,Panel,1,1,1,0,2,
260105,CHK-0105-071,2026-01-05 09:39:17,2026-01-05 09:43:09,2026-01-05,2026-01-05,TEH-260105-071,ORD-260105-071,VB-60-90X160-BR,900,1600,MAT-004,Frame,1,MATP-003,Panel,1,1,1,0,2,
260105,CHK-0105-072,2026-01-05 09:39:07,2026-01-05 09:42:54,2026-01-05,2026-01-05,TEH-260105-072,ORD-260105-072,VB-60-90X160-BR,900,1600,MAT-005,Frame,1,MATP-004,Panel,1,1,1,0,2,
260105,CHK-0105-073,2026-01-05 09:43:07,2026-01-05 09:47:01,2026-01-05,2026-01-05,TEH-260105-073,ORD-260105-073,VB-60-90X160-BR,900,1600,MAT-006,Frame,1,MATP-005,Panel,1,1,1,0,2,
260105,CHK-0105-074,2026-01-05 09:43:21,2026-01-05 09:47:00,2026-01-05,2026-01-05,TEH-260105-074,ORD-260105-074,RS-100X190-BK,1000,1900,MAT-007,Frame,1,MATP-006,Panel,1,1,1,0,2,
260105,CHK-0105-075,2026-01-05 09:43:20,2026-01-05 09:47:15,2026-01-05,2026-01-05,TEH-260105-075,ORD-260105-075,RS-90X180-WH,900,1800,MAT-008,Frame,1,MATP-007,Panel,1,1,1,0,2,
260105,CHK-0105-076,2026-01-05 09:47:09,2026-01-05 09:50:26,2026-01-05,2026-01-05,TEH-260105-076,ORD-260105-076,RS-90X180-WH,900,1800,MAT-009,Frame,1,MATP-008,Panel,1,1,1,0,2,
260105,CHK-0105-077,2026-01-05 09:47:15,2026-01-05 09:50:31,2026-01-05,2026-01-05,TEH-260105-077,ORD-260105-077,VB-50-80X150-IV,800,1500,MAT-010,Frame,1,MATP-009,Panel,1,1,1,0,2,
260105,CHK-0105-078,2026-01-05 09:47:37,2026-01-05 09:51:30,2026-01-05,2026-01-05,TEH-260105-078,ORD-260105-078,RS-120X200-GY,1200,2000,MAT-011,Frame,1,MATP-010,Panel,1,1,1,0,2,
260105,CHK-0105-079,2026-01-05 09:50:43,2026-01-05 09:54:28,2026-01-05,2026-01-05,TEH-260105-079,ORD-260105-079,RS-100X190-BK,1000,1900,MAT-012,Frame,1,MATP-011,Panel,1,1,1,0,2,
260105,CHK-0105-080,2026-01-05 09:50:43,2026-01-05 09:55:02,2026-01-05,2026-01-05,TEH-260105-080,ORD-260105-080,RS-100X190-BK,1000,1900,MAT-013,Frame,1,MATP-012,Panel,1,1,1,0,2,
260105,CHK-0105-081,2026-01-05 09:51:53,2026-01-05 09:55:58,2026-01-05,2026-01-05,TEH-260105-081,ORD-260105-081,RS-120X200-GY,1200,2000,MAT-014,Frame,1,MATP-013,Panel,1,1,1,0,2,
260105,CHK-0105-082,2026-01-05 09:54:57,2026-01-05 09:59:31,2026-01-05,2026-01-05,TEH-260105-082,ORD-260105-082,RS-120X200-GY,1200,2000,MAT-015,Frame,1,MATP-014,Panel,1,1,1,0,2,
260105,CHK-0105-083,2026-01-05 09:55:10,2026-01-05 09:59:22,2026-01-05,2026-01-05,TEH-260105-083,ORD-260105-083,RS-100X190-BK,1000,1900,MAT-016,Frame,1,MATP-015,Panel,1,1,1,0,2,
260105,CHK-0105-084,2026-01-05 09:56:07,2026-01-05 09:59:57,2026-01-05,2026-01-05,TEH-260105-084,ORD-260105-084,VB-50-80X150-IV,800,1500,MAT-017,Frame,1,MATP-016,Panel,1,1,1,0,2,
260105,CHK-0105-085,2026-01-05 09:59:58,2026-01-05 10:04:40,2026-01-05,2026-01-05,TEH-260105-085,ORD-260105-085,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MATP-017,Panel,1,1,1,0,2,
260105,CHK-0105-086,2026-01-05 09:59:27,2026-01-05 10:03:18,2026-01-05,2026-01-05,TEH-260105-086,ORD-260105-086,RS-120X200-GY,1200,2000,MAT-002,Frame,1,MATP-018,Panel,1,1,1,0,2,
260105,CHK-0105-087,2026-01-05 10:00:27,2026-01-05 10:04:58,2026-01-05,2026-01-05,TEH-260105-087,ORD-260105-087,VB-60-90X160-BR,900,1600,MAT-003,Frame,1,MATP-019,Panel,1,1,1,0,2,
260105,CHK-0105-088,2026-01-05 10:05:00,2026-01-05 10:08:41,2026-01-05,2026-01-05,TEH-260105-088,ORD-260105-088,RS-90X180-WH,900,1800,MAT-004,Frame,1,MATP-020,Panel,1,1,1,0,2,
260105,CHK-0105-089,2026-01-05 10:03:27,2026-01-05 10:07:27,2026-01-05,2026-01-05,TEH-260105-089,ORD-260105-089,RS-100X190-BK,1000,1900,MAT-005,Frame,1,MATP-021,Panel,1,1,1,0,2,
260105,CHK-0105-090,2026-01-05 10:05:12,2026-01-05 10:08:51,2026-01-05,2026-01-05,TEH-260105-090,ORD-260105-090,VB-50-80X150-IV,800,1500,MAT-006,Frame,1,MATP-022,Panel,1,1,1,0,2,
260105,CHK-0105-091,2026-01-05 10:08:53,2026-01-05 10:12:14,2026-01-05,2026-01-05,TEH-260105-091,ORD-260105-091,RS-90X180-WH,900,1800,MAT-007,Frame,1,MATP-023,Panel,1,1,1,0,2,
260105,CHK-0105-092,2026-01-05 10:07:38,2026-01-05 10:10:52,2026-01-05,2026-01-05,TEH-260105-092,ORD-260105-092,RS-120X200-GY,1200,2000,MAT-008,Frame,1,MATP-001,Panel,1,1,1,0,2,
260105,CHK-0105-093,2026-01-05 10:09:13,2026-01-05 10:13:32,2026-01-05,2026-01-05,TEH-260105-093,ORD-260105-093,RS-100X190-BK,1000,1900,MAT-009,Frame,1,MATP-002,Panel,1,1,1,0,2,
260105,CHK-0105-094,2026-01-05 10:12:25,2026-01-05 10:16:27,2026-01-05,2026-01-05,TEH-260105-094,ORD-260105-094,RS-120X200-GY,1200,2000,MAT-010,Frame,1,MATP-003,Panel,1,1,1,0,2,
260105,CHK-0105-095,2026-01-05 10:10:57,2026-01-05 10:15:13,2026-01-05,2026-01-05,TEH-260105-095,ORD-260105-095,VB-50-80X150-IV,800,1500,MAT-011,Frame,1,MATP-004,Panel,1,1,1,0,2,
260105,CHK-0105-096,2026-01-05 10:13:43,2026-01-05 10:17:10,2026-01-05,2026-01-05,TEH-260105-096,ORD-260105-096,RS-110X210-WH,1100,2100,MAT-012,Frame,1,MATP-005,Panel,1,1,1,0,2,
260105,CHK-0105-097,2026-01-05 10:16:37,2026-01-05 10:20:25,2026-01-05,2026-01-05,TEH-260105-097,ORD-260105-097,RS-90X180-WH,900,1800,MAT-013,Frame,1,MATP-006,Panel,1,1,1,0,2,
260105,CHK-0105-098,2026-01-05 10:15:20,2026-01-05 10:19:23,2026-01-05,2026-01-05,TEH-260105-098,ORD-260105-098,RS-110X210-WH,1100,2100,MAT-014,Frame,1,MATP-007,Panel,1,1,1,0,2,
260105,CHK-0105-099,2026-01-05 10:17:23,2026-01-05 10:20:52,2026-01-05,2026-01-05,TEH-260105-099,ORD-260105-099,RS-100X190-BK,1000,1900,MAT-015,Frame,1,MATP-008,Panel,1,1,1,0,2,
260105,CHK-0105-100,2026-01-05 10:20:41,2026-01-05 10:25:02,2026-01-05,2026-01-05,TEH-260105-100,ORD-260105-100,VB-60-90X160-BR,900,1600,MAT-016,Frame,1,MATP-009,Panel,1,1,1,0,2,
260105,CHK-0105-101,2026-01-05 10:19:49,2026-01-05 10:23:36,2026-01-05,2026-01-05,TEH-260105-101,ORD-260105-101,RS-90X180-WH,900,1800,MAT-017,Frame,1,MATP-010,Panel,1,1,1,0,2,
260105,CHK-0105-102,2026-01-05 10:21:06,2026-01-05 10:25:16,2026-01-05,2026-01-05,TEH-260105-102,ORD-260105-102,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MATP-011,Panel,1,1,1,0,2,
260105,CHK-0105-103,2026-01-05 10:25:17,2026-01-05 10:28:53,2026-01-05,2026-01-05,TEH-260105-103,ORD-260105-103,RS-120X200-GY,1200,2000,MAT-002,Frame,1,MATP-012,Panel,1,1,1,0,2,
260105,CHK-0105-104,2026-01-05 10:23:54,2026-01-05 10:27:39,2026-01-05,2026-01-05,TEH-260105-104,ORD-260105-104,RS-100X190-BK,1000,1900,MAT-003,Frame,1,MATP-013,Panel,1,1,1,0,2,
260105,CHK-0105-105,2026-01-05 10:25:40,2026-01-05 10:30:06,2026-01-05,2026-01-05,TEH-260105-105,ORD-260105-105,RS-120X200-GY,1200,2000,MAT-004,Frame,1,MATP-014,Panel,1,1,1,0,2,
260105,CHK-0105-106,2026-01-05 10:29:17,2026-01-05 10:33:24,2026-01-05,2026-01-05,TEH-260105-106,ORD-260105-106,RS-100X190-BK,1000,1900,MAT-005,Frame,1,MATP-015,Panel,1,1,1,0,2,
260105,CHK-0105-107,2026-01-05 10:28:02,2026-01-05 10:31:59,2026-01-05,2026-01-05,TEH-260105-107,ORD-260105-107,RS-120X200-GY,1200,2000,MAT-006,Frame,1,MATP-016,Panel,1,1,1,0,2,
260105,CHK-0105-108,2026-01-05 10:30:12,2026-01-05 10:34:17,2026-01-05,2026-01-05,TEH-260105-108,ORD-260105-108,RS-120X200-GY,1200,2000,MAT-007,Frame,1,MATP-017,Panel,1,1,1,0,2,
260105,CHK-0105-109,2026-01-05 10:33:44,2026-01-05 10:37:59,2026-01-05,2026-01-05,TEH-260105-109,ORD-260105-109,VB-50-80X150-IV,800,1500,MAT-008,Frame,1,MATP-018,Panel,1,1,1,0,2,
260105,CHK-0105-110,2026-01-05 10:32:26,2026-01-05 10:36:07,2026-01-05,2026-01-05,TEH-260105-110,ORD-260105-110,RS-120X200-GY,1200,2000,MAT-009,Frame,1,MATP-019,Panel,1,1,1,0,2,
260105,CHK-0105-111,2026-01-05 10:34:37,2026-01-05 10:39:06,2026-01-05,2026-01-05,TEH-260105-111,ORD-260105-111,VB-60-90X160-BR,900,1600,MAT-010,Frame,1,MATP-020,Panel,1,1,1,0,2,
260105,CHK-0105-112,2026-01-05 10:38:21,2026-01-05 10:42:42,2026-01-05,2026-01-05,TEH-260105-112,ORD-260105-112,RS-120X200-GY,1200,2000,MAT-011,Frame,1,MATP-021,Panel,1,1,1,0,2,
260105,CHK-0105-113,2026-01-05 10:36:36,2026-01-05 10:41:10,2026-01-05,2026-01-05,TEH-260105-113,ORD-260105-113,RS-120X200-GY,1200,2000,MAT-012,Frame,1,MATP-022,Panel,1,1,1,0,2,
260105,CHK-0105-114,2026-01-05 10:39:30,2026-01-05 10:43:18,2026-01-05,2026-01-05,TEH-260105-114,ORD-260105-114,RS-120X200-GY,1200,2000,MAT-013,Frame,1,MATP-023,Panel,1,1,1,0,2,
260105,CHK-0105-115,2026-01-05 10:42:58,2026-01-05 10:47:24,2026-01-05,2026-01-05,TEH-260105-115,ORD-260105-115,VB-60-90X160-BR,900,1600,MAT-014,Frame,1,MATP-001,Panel,1,1,1,0,2,
