production_date_yymmdd,check_no,qr_read_ts,all_clear_ts,production_date,packing_date,tehai_no,order_no,product_name,width_mm,height_mm,material_code1,material_name1,material_qty1,material_code2,material_name2,material_qty2,qr_clear_count,initial_clear_count,forced_clear_count,material_pick_count,error_code
260105,CHK-260105103,2026-01-05 10:52:28,2026-01-05 10:59:32,2026-01-05,2026-01-05,TEH-260105103,ORD-260105-103,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105106,2026-01-05 10:59:47,2026-01-05 11:06:16,2026-01-05,2026-01-05,TEH-260105106,ORD-260105-106,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105114,2026-01-05 11:06:23,2026-01-05 11:13:14,2026-01-05,2026-01-05,TEH-260105114,ORD-260105-114,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105121,2026-01-05 11:13:19,2026-01-05 11:20:23,2026-01-05,2026-01-05,TEH-260105121,ORD-260105-121,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105123,2026-01-05 11:20:34,2026-01-05 11:27:37,2026-01-05,2026-01-05,TEH-260105123,ORD-260105-123,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105125,2026-01-05 11:27:51,2026-01-05 11:35:16,2026-01-05,2026-01-05,TEH-260105125,ORD-260105-125,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105129,2026-01-05 11:35:22,2026-01-05 11:42:01,2026-01-05,2026-01-05,TEH-260105129,ORD-260105-129,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105131,2026-01-05 11:42:06,2026-01-05 11:49:14,2026-01-05,2026-01-05,TEH-260105131,ORD-260105-131,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105138,2026-01-05 11:49:28,2026-01-05 11:55:41,2026-01-05,2026-01-05,TEH-260105138,ORD-260105-138,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105140,2026-01-05 13:00:00,2026-01-05 13:06:11,2026-01-05,2026-01-05,TEH-260105140,ORD-260105-140,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105142,2026-01-05 13:06:21,2026-01-05 13:13:20,2026-01-05,2026-01-05,TEH-260105142,ORD-260105-142,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105147,2026-01-05 13:13:26,2026-01-05 13:20:20,2026-01-05,2026-01-05,TEH-260105147,ORD-260105-147,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105163,2026-01-05 13:20:30,2026-01-05 13:27:58,2026-01-05,2026-01-05,TEH-260105163,ORD-260105-163,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105170,2026-01-05 13:28:08,2026-01-05 13:35:16,2026-01-05,2026-01-05,TEH-260105170,ORD-260105-170,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105173,2026-01-05 13:35:29,2026-01-05 13:42:56,2026-01-05,2026-01-05,TEH-260105173,ORD-260105-173,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105181,2026-01-05 13:43:08,2026-01-05 13:49:41,2026-01-05,2026-01-05,TEH-260105181,ORD-260105-181,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105182,2026-01-05 13:49:47,2026-01-05 13:56:51,2026-01-05,2026-01-05,TEH-260105182,ORD-260105-182,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260105,CHK-260105188,2026-01-05 13:57:08,2026-01-05 14:04:43,2026-01-05,2026-01-05,TEH-260105188,ORD-260105-188,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106001,2026-01-06 08:17:29,2026-01-06 08:23:53,2026-01-06,2026-01-06,TEH-260106001,ORD-260106-001,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106004,2026-01-06 08:23:58,2026-01-06 08:30:59,2026-01-06,2026-01-06,TEH-260106004,ORD-260106-004,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106017,2026-01-06 08:36:48,2026-01-06 08:43:58,2026-01-06,2026-01-06,TEH-260106017,ORD-260106-017,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106018,2026-01-06 08:44:08,2026-01-06 08:51:14,2026-01-06,2026-01-06,TEH-260106018,ORD-260106-018,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106019,2026-01-06 08:51:25,2026-01-06 08:57:47,2026-01-06,2026-01-06,TEH-260106019,ORD-260106-019,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106020,2026-01-06 08:58:01,2026-01-06 09:04:37,2026-01-06,2026-01-06,TEH-260106020,ORD-260106-020,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106025,2026-01-06 09:04:46,2026-01-06 09:11:07,2026-01-06,2026-01-06,TEH-260106025,ORD-260106-025,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106027,2026-01-06 09:11:21,2026-01-06 09:18:38,2026-01-06,2026-01-06,TEH-260106027,ORD-260106-027,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106030,2026-01-06 09:18:50,2026-01-06 09:25:31,2026-01-06,2026-01-06,TEH-260106030,ORD-260106-030,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106034,2026-01-06 09:25:51,2026-01-06 09:32:23,2026-01-06,2026-01-06,TEH-260106034,ORD-260106-034,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106038,2026-01-06 09:32:34,2026-01-06 09:39:58,2026-01-06,2026-01-06,TEH-260106038,ORD-260106-038,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106047,2026-01-06 09:40:10,2026-01-06 09:47:04,2026-01-06,2026-01-06,TEH-260106047,ORD-260106-047,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106053,2026-01-06 09:47:24,2026-01-06 09:54:03,2026-01-06,2026-01-06,TEH-260106053,ORD-260106-053,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106059,2026-01-06 09:54:21,2026-01-06 10:02:12,2026-01-06,2026-01-06,TEH-260106059,ORD-260106-059,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106069,2026-01-06 10:02:30,2026-01-06 10:10:23,2026-01-06,2026-01-06,TEH-260106069,ORD-260106-069,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106072,2026-01-06 10:10:33,2026-01-06 10:17:30,2026-01-06,2026-01-06,TEH-260106072,ORD-260106-072,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106075,2026-01-06 10:17:49,2026-01-06 10:25:00,2026-01-06,2026-01-06,TEH-260106075,ORD-260106-075,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106076,2026-01-06 10:25:14,2026-01-06 10:32:45,2026-01-06,2026-01-06,TEH-260106076,ORD-260106-076,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106077,2026-01-06 10:33:03,2026-01-06 10:39:28,2026-01-06,2026-01-06,TEH-260106077,ORD-260106-077,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106080,2026-01-06 10:39:38,2026-01-06 10:46:52,2026-01-06,2026-01-06,TEH-260106080,ORD-260106-080,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106082,2026-01-06 10:46:57,2026-01-06 10:53:58,2026-01-06,2026-01-06,TEH-260106082,ORD-260106-082,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106090,2026-01-06 10:54:06,2026-01-06 11:01:25,2026-01-06,2026-01-06,TEH-260106090,ORD-260106-090,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106102,2026-01-06 11:01:38,2026-01-06 11:08:57,2026-01-06,2026-01-06,TEH-260106102,ORD-260106-102,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106114,2026-01-06 11:09:05,2026-01-06 11:15:48,2026-01-06,2026-01-06,TEH-260106114,ORD-260106-114,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106117,2026-01-06 11:15:53,2026-01-06 11:23:33,2026-01-06,2026-01-06,TEH-260106117,ORD-260106-117,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106120,2026-01-06 11:23:45,2026-01-06 11:30:25,2026-01-06,2026-01-06,TEH-260106120,ORD-260106-120,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106124,2026-01-06 11:30:38,2026-01-06 11:37:57,2026-01-06,2026-01-06,TEH-260106124,ORD-260106-124,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106137,2026-01-06 11:38:15,2026-01-06 11:44:47,2026-01-06,2026-01-06,TEH-260106137,ORD-260106-137,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106138,2026-01-06 11:45:01,2026-01-06 11:51:31,2026-01-06,2026-01-06,TEH-260106138,ORD-260106-138,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106145,2026-01-06 11:51:41,2026-01-06 11:58:09,2026-01-06,2026-01-06,TEH-260106145,ORD-260106-145,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106146,2026-01-06 13:00:00,2026-01-06 13:07:46,2026-01-06,2026-01-06,TEH-260106146,ORD-260106-146,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106147,2026-01-06 13:07:51,2026-01-06 13:14:37,2026-01-06,2026-01-06,TEH-260106147,ORD-260106-147,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106159,2026-01-06 13:14:54,2026-01-06 13:21:30,2026-01-06,2026-01-06,TEH-260106159,ORD-260106-159,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106174,2026-01-06 13:21:35,2026-01-06 13:27:56,2026-01-06,2026-01-06,TEH-260106174,ORD-260106-174,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106177,2026-01-06 13:28:04,2026-01-06 13:34:35,2026-01-06,2026-01-06,TEH-260106177,ORD-260106-177,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106178,2026-01-06 13:34:53,2026-01-06 13:41:19,2026-01-06,2026-01-06,TEH-260106178,ORD-260106-178,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106184,2026-01-06 13:41:25,2026-01-06 13:49:00,2026-01-06,2026-01-06,TEH-260106184,ORD-260106-184,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106186,2026-01-06 13:49:11,2026-01-06 13:56:50,2026-01-06,2026-01-06,TEH-260106186,ORD-260106-186,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106199,2026-01-06 13:57:10,2026-01-06 14:03:52,2026-01-06,2026-01-06,TEH-260106199,ORD-260106-199,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106205,2026-01-06 14:03:57,2026-01-06 14:10:46,2026-01-06,2026-01-06,TEH-260106205,ORD-260106-205,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106210,2026-01-06 14:10:53,2026-01-06 14:17:31,2026-01-06,2026-01-06,TEH-260106210,ORD-260106-210,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106212,2026-01-06 14:17:41,2026-01-06 14:24:27,2026-01-06,2026-01-06,TEH-260106212,ORD-260106-212,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106220,2026-01-06 14:24:33,2026-01-06 14:31:36,2026-01-06,2026-01-06,TEH-260106220,ORD-260106-220,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106222,2026-01-06 14:31:41,2026-01-06 14:38:34,2026-01-06,2026-01-06,TEH-260106222,ORD-260106-222,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260106,CHK-260106223,2026-01-06 14:38:41,2026-01-06 14:45:01,2026-01-06,2026-01-06,TEH-260106223,ORD-260106-223,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107005,2026-01-07 08:18:43,2026-01-07 08:25:14,2026-01-07,2026-01-07,TEH-260107005,ORD-260107-005,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107006,2026-01-07 08:25:20,2026-01-07 08:32:08,2026-01-07,2026-01-07,TEH-260107006,ORD-260107-006,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107009,2026-01-07 08:32:15,2026-01-07 08:39:04,2026-01-07,2026-01-07,TEH-260107009,ORD-260107-009,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107011,2026-01-07 08:39:15,2026-01-07 08:46:05,2026-01-07,2026-01-07,TEH-260107011,ORD-260107-011,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107029,2026-01-07 08:48:34,2026-01-07 08:55:01,2026-01-07,2026-01-07,TEH-260107029,ORD-260107-029,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107032,2026-01-07 08:55:14,2026-01-07 09:02:46,2026-01-07,2026-01-07,TEH-260107032,ORD-260107-032,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107040,2026-01-07 09:08:39,2026-01-07 09:16:31,2026-01-07,2026-01-07,TEH-260107040,ORD-260107-040,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107041,2026-01-07 09:16:50,2026-01-07 09:23:56,2026-01-07,2026-01-07,TEH-260107041,ORD-260107-041,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107042,2026-01-07 09:24:14,2026-01-07 09:31:36,2026-01-07,2026-01-07,TEH-260107042,ORD-260107-042,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107044,2026-01-07 09:31:41,2026-01-07 09:38:10,2026-01-07,2026-01-07,TEH-260107044,ORD-260107-044,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107053,2026-01-07 09:38:15,2026-01-07 09:45:52,2026-01-07,2026-01-07,TEH-260107053,ORD-260107-053,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107056,2026-01-07 09:46:07,2026-01-07 09:52:57,2026-01-07,2026-01-07,TEH-260107056,ORD-260107-056,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107057,2026-01-07 09:53:07,2026-01-07 10:00:01,2026-01-07,2026-01-07,TEH-260107057,ORD-260107-057,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107065,2026-01-07 10:00:13,2026-01-07 10:07:07,2026-01-07,2026-01-07,TEH-260107065,ORD-260107-065,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107066,2026-01-07 10:07:17,2026-01-07 10:13:55,2026-01-07,2026-01-07,TEH-260107066,ORD-260107-066,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107069,2026-01-07 10:14:10,2026-01-07 10:21:21,2026-01-07,2026-01-07,TEH-260107069,ORD-260107-069,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107072,2026-01-07 10:21:30,2026-01-07 10:28:21,2026-01-07,2026-01-07,TEH-260107072,ORD-260107-072,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107073,2026-01-07 10:28:39,2026-01-07 10:35:50,2026-01-07,2026-01-07,TEH-260107073,ORD-260107-073,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107081,2026-01-07 10:36:03,2026-01-07 10:43:32,2026-01-07,2026-01-07,TEH-260107081,ORD-260107-081,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107098,2026-01-07 10:43:44,2026-01-07 10:50:08,2026-01-07,2026-01-07,TEH-260107098,ORD-260107-098,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107100,2026-01-07 10:50:14,2026-01-07 10:57:10,2026-01-07,2026-01-07,TEH-260107100,ORD-260107-100,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107104,2026-01-07 10:57:26,2026-01-07 11:04:31,2026-01-07,2026-01-07,TEH-260107104,ORD-260107-104,VT-80X200-LG,800,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107106,2026-01-07 11:04:40,2026-01-07 11:11:31,2026-01-07,2026-01-07,TEH-260107106,ORD-260107-106,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107118,2026-01-07 11:11:50,2026-01-07 11:18:15,2026-01-07,2026-01-07,TEH-260107118,ORD-260107-118,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107130,2026-01-07 11:18:34,2026-01-07 11:25:12,2026-01-07,2026-01-07,TEH-260107130,ORD-260107-130,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107139,2026-01-07 11:25:24,2026-01-07 11:33:17,2026-01-07,2026-01-07,TEH-260107139,ORD-260107-139,VB-50-80X150-IV,800,1500,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107155,2026-01-07 11:38:32,2026-01-07 11:44:46,2026-01-07,2026-01-07,TEH-260107155,ORD-260107-155,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107159,2026-01-07 11:45:04,2026-01-07 11:51:39,2026-01-07,2026-01-07,TEH-260107159,ORD-260107-159,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107160,2026-01-07 11:51:45,2026-01-07 11:59:04,2026-01-07,2026-01-07,TEH-260107160,ORD-260107-160,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107162,2026-01-07 13:00:00,2026-01-07 13:06:59,2026-01-07,2026-01-07,TEH-260107162,ORD-260107-162,RS-120X200-GY,1200,2000,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107165,2026-01-07 13:07:04,2026-01-07 13:14:19,2026-01-07,2026-01-07,TEH-260107165,ORD-260107-165,RS-180X220-BK,1800,2200,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107167,2026-01-07 13:14:34,2026-01-07 13:22:29,2026-01-07,2026-01-07,TEH-260107167,ORD-260107-167,RS-90X180-WH,900,1800,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
260107,CHK-260107172,2026-01-07 13:22:47,2026-01-07 13:30:25,2026-01-07,2026-01-07,TEH-260107172,ORD-260107-172,VB-60-90X160-BR,900,1600,MAT-001,Frame,1,MAT-002,Panel,1,1,1,0,2,
